"em","sector","year","proxy_file","proxybackup_file"
"CO","PEAT",2084,"CO_2015_PEAT","population_2015"
"CO","PEAT",2085,"CO_2015_PEAT","population_2015"
"CO","PEAT",2086,"CO_2015_PEAT","population_2015"
"CO","PEAT",2087,"CO_2015_PEAT","population_2015"
"CO","PEAT",2088,"CO_2015_PEAT","population_2015"
"CO","PEAT",2089,"CO_2015_PEAT","population_2015"
"CO","PEAT",2090,"CO_2015_PEAT","population_2015"
"CO","PEAT",2091,"CO_2015_PEAT","population_2015"
"CO","PEAT",2092,"CO_2015_PEAT","population_2015"
"CO","PEAT",2093,"CO_2015_PEAT","population_2015"
"CO","PEAT",2094,"CO_2015_PEAT","population_2015"
"CO","PEAT",2095,"CO_2015_PEAT","population_2015"
"CO","PEAT",2096,"CO_2015_PEAT","population_2015"
"CO","PEAT",2097,"CO_2015_PEAT","population_2015"
"CO","PEAT",2098,"CO_2015_PEAT","population_2015"
"CO","PEAT",2099,"CO_2015_PEAT","population_2015"
"CO","PEAT",2100,"CO_2015_PEAT","population_2015"
"CO","IND",2015,"CO_2015_IND","population_2015"
"CO","IND",2016,"CO_2015_IND","population_2015"
"CO","IND",2017,"CO_2015_IND","population_2015"
"CO","IND",2018,"CO_2015_IND","population_2015"
"CO","IND",2019,"CO_2015_IND","population_2015"
"CO","IND",2020,"CO_2015_IND","population_2015"
"CO","IND",2021,"CO_2015_IND","population_2015"
"CO","IND",2022,"CO_2015_IND","population_2015"
"CO","IND",2023,"CO_2015_IND","population_2015"
"CO","IND",2024,"CO_2015_IND","population_2015"
"CO","IND",2025,"CO_2015_IND","population_2015"
"CO","IND",2026,"CO_2015_IND","population_2015"
"CO","IND",2027,"CO_2015_IND","population_2015"
"CO","IND",2028,"CO_2015_IND","population_2015"
"CO","IND",2029,"CO_2015_IND","population_2015"
"CO","IND",2030,"CO_2015_IND","population_2015"
"CO","IND",2031,"CO_2015_IND","population_2015"
"CO","IND",2032,"CO_2015_IND","population_2015"
"CO","IND",2033,"CO_2015_IND","population_2015"
"CO","IND",2034,"CO_2015_IND","population_2015"
"CO","IND",2035,"CO_2015_IND","population_2015"
"CO","IND",2036,"CO_2015_IND","population_2015"
"CO","IND",2037,"CO_2015_IND","population_2015"
"CO","IND",2038,"CO_2015_IND","population_2015"
"CO","IND",2039,"CO_2015_IND","population_2015"
"CO","IND",2040,"CO_2015_IND","population_2015"
"CO","IND",2041,"CO_2015_IND","population_2015"
"CO","IND",2042,"CO_2015_IND","population_2015"
"CO","IND",2043,"CO_2015_IND","population_2015"
"CO","IND",2044,"CO_2015_IND","population_2015"
"CO","IND",2045,"CO_2015_IND","population_2015"
"CO","IND",2046,"CO_2015_IND","population_2015"
"CO","IND",2047,"CO_2015_IND","population_2015"
"CO","IND",2048,"CO_2015_IND","population_2015"
"CO","IND",2049,"CO_2015_IND","population_2015"
"CO","IND",2050,"CO_2015_IND","population_2015"
"CO","IND",2051,"CO_2015_IND","population_2015"
"CO","IND",2052,"CO_2015_IND","population_2015"
"CO","IND",2053,"CO_2015_IND","population_2015"
"CO","IND",2054,"CO_2015_IND","population_2015"
"CO","IND",2055,"CO_2015_IND","population_2015"
"CO","IND",2056,"CO_2015_IND","population_2015"
"CO","IND",2057,"CO_2015_IND","population_2015"
"CO","IND",2058,"CO_2015_IND","population_2015"
"CO","IND",2059,"CO_2015_IND","population_2015"
"CO","IND",2060,"CO_2015_IND","population_2015"
"CO","IND",2061,"CO_2015_IND","population_2015"
"CO","IND",2062,"CO_2015_IND","population_2015"
"CO","IND",2063,"CO_2015_IND","population_2015"
"CO","IND",2064,"CO_2015_IND","population_2015"
"CO","IND",2065,"CO_2015_IND","population_2015"
"CO","IND",2066,"CO_2015_IND","population_2015"
"CO","IND",2067,"CO_2015_IND","population_2015"
"CO","IND",2068,"CO_2015_IND","population_2015"
"CO","IND",2069,"CO_2015_IND","population_2015"
"CO","IND",2070,"CO_2015_IND","population_2015"
"CO","IND",2071,"CO_2015_IND","population_2015"
"CO","IND",2072,"CO_2015_IND","population_2015"
"CO","IND",2073,"CO_2015_IND","population_2015"
"CO","IND",2074,"CO_2015_IND","population_2015"
"CO","IND",2075,"CO_2015_IND","population_2015"
"CO","IND",2076,"CO_2015_IND","population_2015"
"CO","IND",2077,"CO_2015_IND","population_2015"
"CO","IND",2078,"CO_2015_IND","population_2015"
"CO","IND",2079,"CO_2015_IND","population_2015"
"CO","IND",2080,"CO_2015_IND","population_2015"
"CO","IND",2081,"CO_2015_IND","population_2015"
"CO","IND",2082,"CO_2015_IND","population_2015"
"CO","IND",2083,"CO_2015_IND","population_2015"
"CO","IND",2084,"CO_2015_IND","population_2015"
"CO","IND",2085,"CO_2015_IND","population_2015"
"CO","IND",2086,"CO_2015_IND","population_2015"
"CO","IND",2087,"CO_2015_IND","population_2015"
"CO","IND",2088,"CO_2015_IND","population_2015"
"CO","IND",2089,"CO_2015_IND","population_2015"
"CO","IND",2090,"CO_2015_IND","population_2015"
"CO","IND",2091,"CO_2015_IND","population_2015"
"CO","IND",2092,"CO_2015_IND","population_2015"
"CO","IND",2093,"CO_2015_IND","population_2015"
"CO","IND",2094,"CO_2015_IND","population_2015"
"CO","IND",2095,"CO_2015_IND","population_2015"
"CO","IND",2096,"CO_2015_IND","population_2015"
"CO","IND",2097,"CO_2015_IND","population_2015"
"CO","IND",2098,"CO_2015_IND","population_2015"
"CO","IND",2099,"CO_2015_IND","population_2015"
"CO","IND",2100,"CO_2015_IND","population_2015"
"CO","RCO",2015,"CO_2015_RCO","population_2015"
"CO","RCO",2016,"CO_2015_RCO","population_2015"
"CO","RCO",2017,"CO_2015_RCO","population_2015"
"CO","RCO",2018,"CO_2015_RCO","population_2015"
"CO","RCO",2019,"CO_2015_RCO","population_2015"
"CO","RCO",2020,"CO_2015_RCO","population_2015"
"CO","RCO",2021,"CO_2015_RCO","population_2015"
"CO","RCO",2022,"CO_2015_RCO","population_2015"
"CO","RCO",2023,"CO_2015_RCO","population_2015"
"CO","RCO",2024,"CO_2015_RCO","population_2015"
"CO","RCO",2025,"CO_2015_RCO","population_2015"
"CO","RCO",2026,"CO_2015_RCO","population_2015"
"CO","RCO",2027,"CO_2015_RCO","population_2015"
"CO","RCO",2028,"CO_2015_RCO","population_2015"
"CO","RCO",2029,"CO_2015_RCO","population_2015"
"CO","RCO",2030,"CO_2015_RCO","population_2015"
"CO","RCO",2031,"CO_2015_RCO","population_2015"
"CO","RCO",2032,"CO_2015_RCO","population_2015"
"CO","RCO",2033,"CO_2015_RCO","population_2015"
"CO","RCO",2034,"CO_2015_RCO","population_2015"
"CO","RCO",2035,"CO_2015_RCO","population_2015"
"CO","RCO",2036,"CO_2015_RCO","population_2015"
"CO","RCO",2037,"CO_2015_RCO","population_2015"
"CO","RCO",2038,"CO_2015_RCO","population_2015"
"CO","RCO",2039,"CO_2015_RCO","population_2015"
"CO","RCO",2040,"CO_2015_RCO","population_2015"
"CO","RCO",2041,"CO_2015_RCO","population_2015"
"CO","RCO",2042,"CO_2015_RCO","population_2015"
"CO","RCO",2043,"CO_2015_RCO","population_2015"
"CO","RCO",2044,"CO_2015_RCO","population_2015"
"CO","RCO",2045,"CO_2015_RCO","population_2015"
"CO","RCO",2046,"CO_2015_RCO","population_2015"
"CO","RCO",2047,"CO_2015_RCO","population_2015"
"CO","RCO",2048,"CO_2015_RCO","population_2015"
"CO","RCO",2049,"CO_2015_RCO","population_2015"
"CO","RCO",2050,"CO_2015_RCO","population_2015"
"CO","RCO",2051,"CO_2015_RCO","population_2015"
"CO","RCO",2052,"CO_2015_RCO","population_2015"
"CO","RCO",2053,"CO_2015_RCO","population_2015"
"CO","RCO",2054,"CO_2015_RCO","population_2015"
"CO","RCO",2055,"CO_2015_RCO","population_2015"
"CO","RCO",2056,"CO_2015_RCO","population_2015"
"CO","RCO",2057,"CO_2015_RCO","population_2015"
"CO","RCO",2058,"CO_2015_RCO","population_2015"
"CO","RCO",2059,"CO_2015_RCO","population_2015"
"CO","RCO",2060,"CO_2015_RCO","population_2015"
"CO","RCO",2061,"CO_2015_RCO","population_2015"
"CO","RCO",2062,"CO_2015_RCO","population_2015"
"CO","RCO",2063,"CO_2015_RCO","population_2015"
"CO","RCO",2064,"CO_2015_RCO","population_2015"
"CO","RCO",2065,"CO_2015_RCO","population_2015"
"CO","RCO",2066,"CO_2015_RCO","population_2015"
"CO","RCO",2067,"CO_2015_RCO","population_2015"
"CO","RCO",2068,"CO_2015_RCO","population_2015"
"CO","RCO",2069,"CO_2015_RCO","population_2015"
"CO","RCO",2070,"CO_2015_RCO","population_2015"
"CO","RCO",2071,"CO_2015_RCO","population_2015"
"CO","RCO",2072,"CO_2015_RCO","population_2015"
"CO","RCO",2073,"CO_2015_RCO","population_2015"
"CO","RCO",2074,"CO_2015_RCO","population_2015"
"CO","RCO",2075,"CO_2015_RCO","population_2015"
"CO","RCO",2076,"CO_2015_RCO","population_2015"
"CO","RCO",2077,"CO_2015_RCO","population_2015"
"CO","RCO",2078,"CO_2015_RCO","population_2015"
"CO","RCO",2079,"CO_2015_RCO","population_2015"
"CO","RCO",2080,"CO_2015_RCO","population_2015"
"CO","RCO",2081,"CO_2015_RCO","population_2015"
"CO","RCO",2082,"CO_2015_RCO","population_2015"
"CO","RCO",2083,"CO_2015_RCO","population_2015"
"CO","RCO",2084,"CO_2015_RCO","population_2015"
"CO","RCO",2085,"CO_2015_RCO","population_2015"
"CO","RCO",2086,"CO_2015_RCO","population_2015"
"CO","RCO",2087,"CO_2015_RCO","population_2015"
"CO","RCO",2088,"CO_2015_RCO","population_2015"
"CO","RCO",2089,"CO_2015_RCO","population_2015"
"CO","RCO",2090,"CO_2015_RCO","population_2015"
"CO","RCO",2091,"CO_2015_RCO","population_2015"
"CO","RCO",2092,"CO_2015_RCO","population_2015"
"CO","RCO",2093,"CO_2015_RCO","population_2015"
"CO","RCO",2094,"CO_2015_RCO","population_2015"
"CO","RCO",2095,"CO_2015_RCO","population_2015"
"CO","RCO",2096,"CO_2015_RCO","population_2015"
"CO","RCO",2097,"CO_2015_RCO","population_2015"
"CO","RCO",2098,"CO_2015_RCO","population_2015"
"CO","RCO",2099,"CO_2015_RCO","population_2015"
"CO","RCO",2100,"CO_2015_RCO","population_2015"
"CO","AIR",2015,"CO_2015_AIR","population_2015"
"CO","AIR",2016,"CO_2015_AIR","population_2015"
"CO","AIR",2017,"CO_2015_AIR","population_2015"
"CO","AIR",2018,"CO_2015_AIR","population_2015"
"CO","AIR",2019,"CO_2015_AIR","population_2015"
"CO","AIR",2020,"CO_2015_AIR","population_2015"
"CO","AIR",2021,"CO_2015_AIR","population_2015"
"CO","AIR",2022,"CO_2015_AIR","population_2015"
"CO","AIR",2023,"CO_2015_AIR","population_2015"
"CO","AIR",2024,"CO_2015_AIR","population_2015"
"CO","AIR",2025,"CO_2015_AIR","population_2015"
"CO","AIR",2026,"CO_2015_AIR","population_2015"
"CO","AIR",2027,"CO_2015_AIR","population_2015"
"CO","AIR",2028,"CO_2015_AIR","population_2015"
"CO","AIR",2029,"CO_2015_AIR","population_2015"
"CO","AIR",2030,"CO_2015_AIR","population_2015"
"CO","AIR",2031,"CO_2015_AIR","population_2015"
"CO","AIR",2032,"CO_2015_AIR","population_2015"
"CO","AIR",2033,"CO_2015_AIR","population_2015"
"CO","AIR",2034,"CO_2015_AIR","population_2015"
"CO","AIR",2035,"CO_2015_AIR","population_2015"
"CO","AIR",2036,"CO_2015_AIR","population_2015"
"CO","AIR",2037,"CO_2015_AIR","population_2015"
"CO","AIR",2038,"CO_2015_AIR","population_2015"
"CO","AIR",2039,"CO_2015_AIR","population_2015"
"CO","AIR",2040,"CO_2015_AIR","population_2015"
"CO","AIR",2041,"CO_2015_AIR","population_2015"
"CO","AIR",2042,"CO_2015_AIR","population_2015"
"CO","AIR",2043,"CO_2015_AIR","population_2015"
"CO","AIR",2044,"CO_2015_AIR","population_2015"
"CO","AIR",2045,"CO_2015_AIR","population_2015"
"CO","AIR",2046,"CO_2015_AIR","population_2015"
"CO","AIR",2047,"CO_2015_AIR","population_2015"
"CO","AIR",2048,"CO_2015_AIR","population_2015"
"CO","AIR",2049,"CO_2015_AIR","population_2015"
"CO","AIR",2050,"CO_2015_AIR","population_2015"
"CO","AIR",2051,"CO_2015_AIR","population_2015"
"CO","AIR",2052,"CO_2015_AIR","population_2015"
"CO","AIR",2053,"CO_2015_AIR","population_2015"
"CO","AIR",2054,"CO_2015_AIR","population_2015"
"CO","AIR",2055,"CO_2015_AIR","population_2015"
"CO","AIR",2056,"CO_2015_AIR","population_2015"
"CO","AIR",2057,"CO_2015_AIR","population_2015"
"CO","AIR",2058,"CO_2015_AIR","population_2015"
"CO","AIR",2059,"CO_2015_AIR","population_2015"
"CO","AIR",2060,"CO_2015_AIR","population_2015"
"CO","AIR",2061,"CO_2015_AIR","population_2015"
"CO","AIR",2062,"CO_2015_AIR","population_2015"
"CO","AIR",2063,"CO_2015_AIR","population_2015"
"CO","AIR",2064,"CO_2015_AIR","population_2015"
"CO","AIR",2065,"CO_2015_AIR","population_2015"
"CO","AIR",2066,"CO_2015_AIR","population_2015"
"CO","AIR",2067,"CO_2015_AIR","population_2015"
"CO","AIR",2068,"CO_2015_AIR","population_2015"
"CO","AIR",2069,"CO_2015_AIR","population_2015"
"CO","AIR",2070,"CO_2015_AIR","population_2015"
"CO","AIR",2071,"CO_2015_AIR","population_2015"
"CO","AIR",2072,"CO_2015_AIR","population_2015"
"CO","AIR",2073,"CO_2015_AIR","population_2015"
"CO","AIR",2074,"CO_2015_AIR","population_2015"
"CO","AIR",2075,"CO_2015_AIR","population_2015"
"CO","AIR",2076,"CO_2015_AIR","population_2015"
"CO","AIR",2077,"CO_2015_AIR","population_2015"
"CO","AIR",2078,"CO_2015_AIR","population_2015"
"CO","AIR",2079,"CO_2015_AIR","population_2015"
"CO","AIR",2080,"CO_2015_AIR","population_2015"
"CO","AIR",2081,"CO_2015_AIR","population_2015"
"CO","AIR",2082,"CO_2015_AIR","population_2015"
"CO","AIR",2083,"CO_2015_AIR","population_2015"
"CO","AIR",2084,"CO_2015_AIR","population_2015"
"CO","AIR",2085,"CO_2015_AIR","population_2015"
"CO","AIR",2086,"CO_2015_AIR","population_2015"
"CO","AIR",2087,"CO_2015_AIR","population_2015"
"CO","AIR",2088,"CO_2015_AIR","population_2015"
"CO","AIR",2089,"CO_2015_AIR","population_2015"
"CO","AIR",2090,"CO_2015_AIR","population_2015"
"CO","AIR",2091,"CO_2015_AIR","population_2015"
"CO","AIR",2092,"CO_2015_AIR","population_2015"
"CO","AIR",2093,"CO_2015_AIR","population_2015"
"CO","AIR",2094,"CO_2015_AIR","population_2015"
"CO","AIR",2095,"CO_2015_AIR","population_2015"
"CO","AIR",2096,"CO_2015_AIR","population_2015"
"CO","AIR",2097,"CO_2015_AIR","population_2015"
"CO","AIR",2098,"CO_2015_AIR","population_2015"
"CO","AIR",2099,"CO_2015_AIR","population_2015"
"CO","AIR",2100,"CO_2015_AIR","population_2015"
"CO","TRA",2015,"CO_2015_TRA","population_2015"
"CO","TRA",2016,"CO_2015_TRA","population_2015"
"CO","TRA",2017,"CO_2015_TRA","population_2015"
"CO","TRA",2018,"CO_2015_TRA","population_2015"
"CO","TRA",2019,"CO_2015_TRA","population_2015"
"CO","TRA",2020,"CO_2015_TRA","population_2015"
"CO","TRA",2021,"CO_2015_TRA","population_2015"
"CO","TRA",2022,"CO_2015_TRA","population_2015"
"CO","TRA",2023,"CO_2015_TRA","population_2015"
"CO","TRA",2024,"CO_2015_TRA","population_2015"
"CO","TRA",2025,"CO_2015_TRA","population_2015"
"CO","TRA",2026,"CO_2015_TRA","population_2015"
"CO","TRA",2027,"CO_2015_TRA","population_2015"
"CO","TRA",2028,"CO_2015_TRA","population_2015"
"CO","TRA",2029,"CO_2015_TRA","population_2015"
"CO","TRA",2030,"CO_2015_TRA","population_2015"
"CO","TRA",2031,"CO_2015_TRA","population_2015"
"CO","TRA",2032,"CO_2015_TRA","population_2015"
"CO","TRA",2033,"CO_2015_TRA","population_2015"
"CO","TRA",2034,"CO_2015_TRA","population_2015"
"CO","TRA",2035,"CO_2015_TRA","population_2015"
"CO","TRA",2036,"CO_2015_TRA","population_2015"
"CO","TRA",2037,"CO_2015_TRA","population_2015"
"CO","TRA",2038,"CO_2015_TRA","population_2015"
"CO","TRA",2039,"CO_2015_TRA","population_2015"
"CO","TRA",2040,"CO_2015_TRA","population_2015"
"CO","TRA",2041,"CO_2015_TRA","population_2015"
"CO","TRA",2042,"CO_2015_TRA","population_2015"
"CO","TRA",2043,"CO_2015_TRA","population_2015"
"CO","TRA",2044,"CO_2015_TRA","population_2015"
"CO","TRA",2045,"CO_2015_TRA","population_2015"
"CO","TRA",2046,"CO_2015_TRA","population_2015"
"CO","TRA",2047,"CO_2015_TRA","population_2015"
"CO","TRA",2048,"CO_2015_TRA","population_2015"
"CO","TRA",2049,"CO_2015_TRA","population_2015"
"CO","TRA",2050,"CO_2015_TRA","population_2015"
"CO","TRA",2051,"CO_2015_TRA","population_2015"
"CO","TRA",2052,"CO_2015_TRA","population_2015"
"CO","TRA",2053,"CO_2015_TRA","population_2015"
"CO","TRA",2054,"CO_2015_TRA","population_2015"
"CO","TRA",2055,"CO_2015_TRA","population_2015"
"CO","TRA",2056,"CO_2015_TRA","population_2015"
"CO","TRA",2057,"CO_2015_TRA","population_2015"
"CO","TRA",2058,"CO_2015_TRA","population_2015"
"CO","TRA",2059,"CO_2015_TRA","population_2015"
"CO","TRA",2060,"CO_2015_TRA","population_2015"
"CO","TRA",2061,"CO_2015_TRA","population_2015"
"CO","TRA",2062,"CO_2015_TRA","population_2015"
"CO","TRA",2063,"CO_2015_TRA","population_2015"
"CO","TRA",2064,"CO_2015_TRA","population_2015"
"CO","TRA",2065,"CO_2015_TRA","population_2015"
"CO","TRA",2066,"CO_2015_TRA","population_2015"
"CO","TRA",2067,"CO_2015_TRA","population_2015"
"CO","TRA",2068,"CO_2015_TRA","population_2015"
"CO","TRA",2069,"CO_2015_TRA","population_2015"
"CO","TRA",2070,"CO_2015_TRA","population_2015"
"CO","TRA",2071,"CO_2015_TRA","population_2015"
"CO","TRA",2072,"CO_2015_TRA","population_2015"
"CO","TRA",2073,"CO_2015_TRA","population_2015"
"CO","TRA",2074,"CO_2015_TRA","population_2015"
"CO","TRA",2075,"CO_2015_TRA","population_2015"
"CO","TRA",2076,"CO_2015_TRA","population_2015"
"CO","TRA",2077,"CO_2015_TRA","population_2015"
"CO","TRA",2078,"CO_2015_TRA","population_2015"
"CO","TRA",2079,"CO_2015_TRA","population_2015"
"CO","TRA",2080,"CO_2015_TRA","population_2015"
"CO","TRA",2081,"CO_2015_TRA","population_2015"
"CO","TRA",2082,"CO_2015_TRA","population_2015"
"CO","TRA",2083,"CO_2015_TRA","population_2015"
"CO","TRA",2084,"CO_2015_TRA","population_2015"
"CO","TRA",2085,"CO_2015_TRA","population_2015"
"CO","TRA",2086,"CO_2015_TRA","population_2015"
"CO","TRA",2087,"CO_2015_TRA","population_2015"
"CO","TRA",2088,"CO_2015_TRA","population_2015"
"CO","TRA",2089,"CO_2015_TRA","population_2015"
"CO","TRA",2090,"CO_2015_TRA","population_2015"
"CO","TRA",2091,"CO_2015_TRA","population_2015"
"CO","TRA",2092,"CO_2015_TRA","population_2015"
"CO","TRA",2093,"CO_2015_TRA","population_2015"
"CO","TRA",2094,"CO_2015_TRA","population_2015"
"CO","TRA",2095,"CO_2015_TRA","population_2015"
"CO","TRA",2096,"CO_2015_TRA","population_2015"
"CO","TRA",2097,"CO_2015_TRA","population_2015"
"CO","TRA",2098,"CO_2015_TRA","population_2015"
"CO","TRA",2099,"CO_2015_TRA","population_2015"
"CO","TRA",2100,"CO_2015_TRA","population_2015"
"CO","SHP",2015,"CO_2015_SHP","population_2015"
"CO","SHP",2016,"CO_2015_SHP","population_2015"
"CO","SHP",2017,"CO_2015_SHP","population_2015"
"CO","SHP",2018,"CO_2015_SHP","population_2015"
"CO","SHP",2019,"CO_2015_SHP","population_2015"
"CO","SHP",2020,"CO_2015_SHP","population_2015"
"CO","SHP",2021,"CO_2015_SHP","population_2015"
"CO","SHP",2022,"CO_2015_SHP","population_2015"
"CO","SHP",2023,"CO_2015_SHP","population_2015"
"CO","SHP",2024,"CO_2015_SHP","population_2015"
"CO","SHP",2025,"CO_2015_SHP","population_2015"
"CO","SHP",2026,"CO_2015_SHP","population_2015"
"CO","SHP",2027,"CO_2015_SHP","population_2015"
"CO","SHP",2028,"CO_2015_SHP","population_2015"
"CO","SHP",2029,"CO_2015_SHP","population_2015"
"CO","SHP",2030,"CO_2015_SHP","population_2015"
"CO","SHP",2031,"CO_2015_SHP","population_2015"
"CO","SHP",2032,"CO_2015_SHP","population_2015"
"CO","SHP",2033,"CO_2015_SHP","population_2015"
"CO","SHP",2034,"CO_2015_SHP","population_2015"
"CO","SHP",2035,"CO_2015_SHP","population_2015"
"CO","SHP",2036,"CO_2015_SHP","population_2015"
"CO","SHP",2037,"CO_2015_SHP","population_2015"
"CO","SHP",2038,"CO_2015_SHP","population_2015"
"CO","SHP",2039,"CO_2015_SHP","population_2015"
"CO","SHP",2040,"CO_2015_SHP","population_2015"
"CO","SHP",2041,"CO_2015_SHP","population_2015"
"CO","SHP",2042,"CO_2015_SHP","population_2015"
"CO","SHP",2043,"CO_2015_SHP","population_2015"
"CO","SHP",2044,"CO_2015_SHP","population_2015"
"CO","SHP",2045,"CO_2015_SHP","population_2015"
"CO","SHP",2046,"CO_2015_SHP","population_2015"
"CO","SHP",2047,"CO_2015_SHP","population_2015"
"CO","SHP",2048,"CO_2015_SHP","population_2015"
"CO","SHP",2049,"CO_2015_SHP","population_2015"
"CO","SHP",2050,"CO_2015_SHP","population_2015"
"CO","SHP",2051,"CO_2015_SHP","population_2015"
"CO","SHP",2052,"CO_2015_SHP","population_2015"
"CO","SHP",2053,"CO_2015_SHP","population_2015"
"CO","SHP",2054,"CO_2015_SHP","population_2015"
"CO","SHP",2055,"CO_2015_SHP","population_2015"
"CO","SHP",2056,"CO_2015_SHP","population_2015"
"CO","SHP",2057,"CO_2015_SHP","population_2015"
"CO","SHP",2058,"CO_2015_SHP","population_2015"
"CO","SHP",2059,"CO_2015_SHP","population_2015"
"CO","SHP",2060,"CO_2015_SHP","population_2015"
"CO","SHP",2061,"CO_2015_SHP","population_2015"
"CO","SHP",2062,"CO_2015_SHP","population_2015"
"CO","SHP",2063,"CO_2015_SHP","population_2015"
"CO","SHP",2064,"CO_2015_SHP","population_2015"
"CO","SHP",2065,"CO_2015_SHP","population_2015"
"CO","SHP",2066,"CO_2015_SHP","population_2015"
"CO","SHP",2067,"CO_2015_SHP","population_2015"
"CO","SHP",2068,"CO_2015_SHP","population_2015"
"CO","SHP",2069,"CO_2015_SHP","population_2015"
"CO","SHP",2070,"CO_2015_SHP","population_2015"
"CO","SHP",2071,"CO_2015_SHP","population_2015"
"CO","SHP",2072,"CO_2015_SHP","population_2015"
"CO","SHP",2073,"CO_2015_SHP","population_2015"
"CO","SHP",2074,"CO_2015_SHP","population_2015"
"CO","SHP",2075,"CO_2015_SHP","population_2015"
"CO","SHP",2076,"CO_2015_SHP","population_2015"
"CO","SHP",2077,"CO_2015_SHP","population_2015"
"CO","SHP",2078,"CO_2015_SHP","population_2015"
"CO","SHP",2079,"CO_2015_SHP","population_2015"
"CO","SHP",2080,"CO_2015_SHP","population_2015"
"CO","SHP",2081,"CO_2015_SHP","population_2015"
"CO","SHP",2082,"CO_2015_SHP","population_2015"
"CO","SHP",2083,"CO_2015_SHP","population_2015"
"CO","SHP",2084,"CO_2015_SHP","population_2015"
"CO","SHP",2085,"CO_2015_SHP","population_2015"
"CO","SHP",2086,"CO_2015_SHP","population_2015"
"CO","SHP",2087,"CO_2015_SHP","population_2015"
"CO","SHP",2088,"CO_2015_SHP","population_2015"
"CO","SHP",2089,"CO_2015_SHP","population_2015"
"CO","SHP",2090,"CO_2015_SHP","population_2015"
"CO","SHP",2091,"CO_2015_SHP","population_2015"
"CO","SHP",2092,"CO_2015_SHP","population_2015"
"CO","SHP",2093,"CO_2015_SHP","population_2015"
"CO","SHP",2094,"CO_2015_SHP","population_2015"
"CO","SHP",2095,"CO_2015_SHP","population_2015"
"CO","SHP",2096,"CO_2015_SHP","population_2015"
"CO","SHP",2097,"CO_2015_SHP","population_2015"
"CO","SHP",2098,"CO_2015_SHP","population_2015"
"CO","SHP",2099,"CO_2015_SHP","population_2015"
"CO","SHP",2100,"CO_2015_SHP","population_2015"
"CO","ENE",2015,"CO_2015_ENE","population_2015"
"CO","ENE",2016,"CO_2015_ENE","population_2015"
"CO","ENE",2017,"CO_2015_ENE","population_2015"
"CO","ENE",2018,"CO_2015_ENE","population_2015"
"CO","ENE",2019,"CO_2015_ENE","population_2015"
"CO","ENE",2020,"CO_2015_ENE","population_2015"
"CO","ENE",2021,"CO_2015_ENE","population_2015"
"CO","ENE",2022,"CO_2015_ENE","population_2015"
"CO","ENE",2023,"CO_2015_ENE","population_2015"
"CO","ENE",2024,"CO_2015_ENE","population_2015"
"CO","ENE",2025,"CO_2015_ENE","population_2015"
"CO","ENE",2026,"CO_2015_ENE","population_2015"
"CO","ENE",2027,"CO_2015_ENE","population_2015"
"CO","ENE",2028,"CO_2015_ENE","population_2015"
"CO","ENE",2029,"CO_2015_ENE","population_2015"
"CO","ENE",2030,"CO_2015_ENE","population_2015"
"CO","ENE",2031,"CO_2015_ENE","population_2015"
"CO","ENE",2032,"CO_2015_ENE","population_2015"
"CO","ENE",2033,"CO_2015_ENE","population_2015"
"CO","ENE",2034,"CO_2015_ENE","population_2015"
"CO","ENE",2035,"CO_2015_ENE","population_2015"
"CO","ENE",2036,"CO_2015_ENE","population_2015"
"CO","ENE",2037,"CO_2015_ENE","population_2015"
"CO","ENE",2038,"CO_2015_ENE","population_2015"
"CO","ENE",2039,"CO_2015_ENE","population_2015"
"CO","ENE",2040,"CO_2015_ENE","population_2015"
"CO","ENE",2041,"CO_2015_ENE","population_2015"
"CO","ENE",2042,"CO_2015_ENE","population_2015"
"CO","ENE",2043,"CO_2015_ENE","population_2015"
"CO","ENE",2044,"CO_2015_ENE","population_2015"
"CO","ENE",2045,"CO_2015_ENE","population_2015"
"CO","ENE",2046,"CO_2015_ENE","population_2015"
"CO","ENE",2047,"CO_2015_ENE","population_2015"
"CO","ENE",2048,"CO_2015_ENE","population_2015"
"CO","ENE",2049,"CO_2015_ENE","population_2015"
"CO","ENE",2050,"CO_2015_ENE","population_2015"
"CO","ENE",2051,"CO_2015_ENE","population_2015"
"CO","ENE",2052,"CO_2015_ENE","population_2015"
"CO","ENE",2053,"CO_2015_ENE","population_2015"
"CO","ENE",2054,"CO_2015_ENE","population_2015"
"CO","ENE",2055,"CO_2015_ENE","population_2015"
"CO","ENE",2056,"CO_2015_ENE","population_2015"
"CO","ENE",2057,"CO_2015_ENE","population_2015"
"CO","ENE",2058,"CO_2015_ENE","population_2015"
"CO","ENE",2059,"CO_2015_ENE","population_2015"
"CO","ENE",2060,"CO_2015_ENE","population_2015"
"CO","ENE",2061,"CO_2015_ENE","population_2015"
"CO","ENE",2062,"CO_2015_ENE","population_2015"
"CO","ENE",2063,"CO_2015_ENE","population_2015"
"CO","ENE",2064,"CO_2015_ENE","population_2015"
"CO","ENE",2065,"CO_2015_ENE","population_2015"
"CO","ENE",2066,"CO_2015_ENE","population_2015"
"CO","ENE",2067,"CO_2015_ENE","population_2015"
"CO","ENE",2068,"CO_2015_ENE","population_2015"
"CO","ENE",2069,"CO_2015_ENE","population_2015"
"CO","ENE",2070,"CO_2015_ENE","population_2015"
"CO","ENE",2071,"CO_2015_ENE","population_2015"
