iso,sector,VOC01,VOC02,VOC03,VOC04,VOC05,VOC06,VOC07,VOC08,VOC09,VOC12,VOC13,VOC14,VOC15,VOC16,VOC17,VOC18,VOC19,VOC20,VOC21,VOC22,VOC23,VOC24,VOC25
mne,ROAD,0,0.012667761,0.007746907,0.132007065,0.174982834,0.23153642,0,0.020939975,0.038636575,0.067568079,0.031401501,0.055790356,0.047415958,0.050117724,0.106714649,0,0,0,0.007137126,0.008514847,0.006822223,0,0
mng,ROAD,0,0.012824145,0.007284353,0.144967117,0.193059655,0.216446726,0,0.019079987,0.036988807,0.068370708,0.032021287,0.060131723,0.050006484,0.056104788,0.088164586,0,0,0,0.003918507,0.00469144,0.005939687,0,0
moz,ROAD,0,0.010836701,0.007357497,0.098083547,0.128840114,0.22156653,0.128409206,0.020686914,0.035832886,0.057840685,0.026557951,0.042940958,0.037934999,0.035841543,0.117304553,0,0,0,0.010435839,0.012428553,0.007101523,0,0
mrt,ROAD,0,0.011121853,0.006550328,0.121004888,0.160800931,0.195691237,0.12634639,0.017474288,0.033054819,0.059396697,0.027716772,0.050618954,0.042556002,0.046394814,0.085098866,0,0,0,0.00481947,0.005777618,0.005576072,0,0
msr,ROAD,0,0.011127261,0.006587754,0.120364828,0.15989972,0.196395659,0.126406081,0.017569118,0.033111413,0.059339446,0.027673334,0.050427854,0.042430502,0.046112746,0.086005256,0,0,0,0.004982181,0.005950383,0.005616465,0,0
mtq,ROAD,0,0.011173441,0.006465466,0.123904883,0.164834533,0.192396477,0.126087804,0.017073767,0.032679021,0.059577569,0.027850576,0.051617402,0.043144762,0.04774464,0.081032347,0,0,0,0.004115692,0.004921111,0.005380508,0,0
mus,ROAD,0,0.01274619,0.007514786,0.138515847,0.184061337,0.223958084,0,0.020005877,0.037809128,0.067971149,0.031712699,0.05797068,0.048716888,0.053124489,0.097398419,0,0,0,0.005520634,0.006594654,0.006379139,0,0
mwi,ROAD,0,0.011135719,0.006565309,0.121014685,0.160805656,0.195661507,0.126347631,0.017478198,0.033032052,0.059383149,0.027705873,0.050646225,0.04256162,0.046412331,0.085092356,0,0,0,0.004823122,0.005761433,0.005573134,0,0
mys,ROAD,0,0.01112309,0.006598799,0.120045107,0.15945405,0.196756844,0.12643482,0.017613849,0.033150466,0.059317944,0.027657323,0.050320426,0.042365996,0.04596537,0.086454365,0,0,0,0.005060434,0.006043338,0.00563778,0,0
nam,ROAD,0,0.011154042,0.006516816,0.122418364,0.16276231,0.194075803,0.126221457,0.017281774,0.032860615,0.059477575,0.027776151,0.051117886,0.042844811,0.047059386,0.083120566,0,0,0,0.00447955,0.005353321,0.005479573,0,0
ncl,ROAD,0,0.012777405,0.007423277,0.141084242,0.187643844,0.220967509,0,0.019637426,0.037482868,0.068130009,0.031835413,0.058830739,0.049229979,0.054311161,0.093722169,0,0,0,0.004882726,0.005837004,0.006204227,0,0
ner,ROAD,0,0.011136885,0.006564765,0.121014754,0.160805996,0.195661016,0.126347617,0.017478616,0.033030426,0.059383583,0.027705217,0.050645441,0.042562108,0.046412887,0.085093821,0,0,0,0.004822976,0.005760307,0.005573585,0,0
nga,ROAD,0,0.011157003,0.006508985,0.122644972,0.163078208,0.193819807,0.126201085,0.017250069,0.032832917,0.059492815,0.027787491,0.051194033,0.042890564,0.047163839,0.082802214,0,0,0,0.004424078,0.005287434,0.005464486,0,0
nic,ROAD,0,0.010982295,0.006971693,0.109249314,0.144404734,0.208952858,0.127405403,0.019124457,0.034469103,0.058591736,0.027116766,0.046692788,0.040187801,0.04098873,0.101619837,0,0,0,0.007702902,0.009182222,0.00635736,0,0
niu,ROAD,0,0.012777144,0.007423159,0.14108426,0.187643774,0.220967584,0,0.01963725,0.037482633,0.068130222,0.031835681,0.058831101,0.049230205,0.054310893,0.093722094,0,0,0,0.004882764,0.005836926,0.00620431,0,0
nld,ROAD,0,0.012632844,0.053738171,0.147129963,0.19132047,0.201297978,0,0.027500583,0.029305225,0.091228577,0.025144491,0.04249607,0.035750949,0.036089729,0.084375995,0,0,0,0.008229804,0.008444579,0.005314573,0,0
nor,ROAD,0,0.010343302,0.00626575,0.16810316,0.218906481,0.21523984,0,0.016871088,0.031319887,0.073328357,0.027723379,0.04798059,0.039940441,0.041495606,0.085008816,0,0,0,0.005473909,0.006532353,0.005467043,0,0
npl,ROAD,0,0.010925375,0.011410983,0.091231665,0.119356383,0.226437562,0.129046259,0.022279385,0.036257066,0.058985305,0.026027795,0.040552278,0.036395804,0.032763972,0.124737544,0,0,0,0.011989404,0.014162678,0.007440542,0,0
nzl,ROAD,0,0.010647776,0.013950915,0.177116289,0.231204051,0.200403108,0,0.016983021,0.029132255,0.077490879,0.027412175,0.049528157,0.040460746,0.044187611,0.06945825,0,0,0,0.003451236,0.003895281,0.004678251,0,0
omn,ROAD,0,0.012803505,0.007345282,0.143268214,0.190689884,0.21842469,0,0.019323888,0.03720499,0.0682655,0.031939881,0.05956261,0.049666748,0.05531994,0.090596226,0,0,0,0.004340335,0.005192632,0.006055677,0,0
pak,ROAD,0,0.010687379,0.007752125,0.086654643,0.112907939,0.234477986,0.129436783,0.02228609,0.0372289,0.057071889,0.025985665,0.039100368,0.035629053,0.030573206,0.133359635,0,0,0,0.013233267,0.015751608,0.007863463,0,0
pan,ROAD,0,0.011210237,0.006368037,0.126725298,0.168766188,0.189210268,0.125834233,0.016679114,0.032334519,0.059767288,0.027991791,0.052565115,0.043713817,0.04904478,0.07707037,0,0,0,0.003425349,0.004101078,0.005192519,0,0
per,ROAD,0,0.011053876,0.008992545,0.107697476,0.142276824,0.209226547,0.127555792,0.019668195,0.03444602,0.059314927,0.026942688,0.046126885,0.039794151,0.040315004,0.102669738,0,0,0,0.008018945,0.009500361,0.006400026,0,0
phl,ROAD,0,0.011025323,0.006857684,0.112550759,0.14900697,0.205223173,0.127108556,0.01866252,0.034065857,0.058813824,0.027282103,0.047802156,0.040853911,0.042510652,0.096982084,0,0,0,0.006894806,0.008222321,0.006137304,0,0
plw,ROAD,0,0.011088327,0.006690846,0.117380499,0.155739586,0.199767072,0.126674321,0.017986725,0.033475932,0.059138688,0.027523925,0.049425049,0.041828374,0.044737064,0.090197518,0,0,0,0.005712637,0.006818068,0.005815369,0,0
png,ROAD,0,0.0111654,0.006486774,0.123287416,0.163973847,0.193093994,0.126143305,0.017160234,0.032754423,0.05953604,0.027819651,0.051409914,0.043020137,0.047459973,0.081899747,0,0,0,0.004266831,0.005100642,0.005421673,0,0
pol,ROAD,0,0.013695903,0.029408868,0.133146837,0.176958684,0.213939363,0,0.024384741,0.036151158,0.07677446,0.030396346,0.055683503,0.046755536,0.05110305,0.092651945,0,0,0,0.006156164,0.006716468,0.006076976,0,0
pri,ROAD,0,0.011127261,0.006587754,0.120364828,0.15989972,0.196395659,0.126406081,0.017569118,0.033111413,0.059339446,0.027673334,0.050427854,0.042430502,0.046112746,0.086005256,0,0,0,0.004982181,0.005950383,0.005616465,0,0
prk,ROAD,0,0.012602529,0.007939961,0.126593903,0.167432447,0.237839148,0,0.021716829,0.039324728,0.067232877,0.031142698,0.053977037,0.046334007,0.047617098,0.114462675,0,0,0,0.008481524,0.010111815,0.007190725,0,0
prt,ROAD,0,0.010566178,0.009984398,0.158304618,0.205727527,0.222416036,0,0.018761212,0.032385548,0.073899285,0.027451509,0.045950204,0.038824551,0.038727526,0.095112798,0,0,0,0.007312446,0.008618849,0.005957315,0,0
pry,ROAD,0,0.010800919,0.007451041,0.095381398,0.125072695,0.224619525,0.128652153,0.021065017,0.036162901,0.057658981,0.026422579,0.042032663,0.037390052,0.034595845,0.121101132,0,0,0,0.011097533,0.013214257,0.00728131,0,0
pse,ROAD,0,0.012728591,0.007566855,0.137055617,0.182024612,0.2256583,0,0.020215441,0.037994769,0.067880725,0.031642879,0.057481525,0.04842503,0.052449918,0.099488462,0,0,0,0.005883288,0.007025442,0.006478544,0,0
pyf,ROAD,0,0.012777144,0.007423159,0.14108426,0.187643774,0.220967584,0,0.01963725,0.037482633,0.068130222,0.031835681,0.058831101,0.049230205,0.054310893,0.093722094,0,0,0,0.004882764,0.005836926,0.00620431,0,0
qat,ROAD,0,0.012739735,0.007533885,0.13798011,0.183314091,0.224581863,0,0.020082763,0.037877243,0.067937982,0.031687076,0.057791226,0.04860981,0.052876992,0.098165224,0,0,0,0.005653687,0.006752704,0.006415609,0,0
reu,ROAD,0,0.01274619,0.007514786,0.138515847,0.184061337,0.223958084,0,0.020005877,0.037809128,0.067971149,0.031712699,0.05797068,0.048716888,0.053124489,0.097398419,0,0,0,0.005520634,0.006594654,0.006379139,0,0
rou,ROAD,0,0.011069948,0.006739506,0.115971752,0.153775833,0.201358462,0.126801101,0.018183822,0.033648002,0.059043926,0.027453385,0.048951682,0.041544138,0.044087646,0.0921764,0,0,0,0.006057455,0.007227664,0.005909278,0,0
rus,ROAD,0,0.012790305,0.008023922,0.139997099,0.186137394,0.221812153,0,0.019886732,0.03756022,0.068299437,0.03175608,0.058454216,0.04898995,0.053820629,0.094956362,0,0,0,0.005134685,0.0061198,0.006261016,0,0
rwa,ROAD,0,0.011135737,0.006565304,0.121014697,0.160805623,0.195661524,0.126347615,0.01747818,0.033032042,0.059383162,0.027705873,0.050646229,0.042561628,0.046412329,0.085092353,0,0,0,0.004823116,0.005761436,0.005573153,0,0
sau,ROAD,0,0.011210194,0.006368016,0.126724846,0.168765572,0.189209593,0.125837338,0.016679056,0.03233441,0.059767068,0.027991688,0.052564935,0.043713668,0.049044611,0.077070102,0,0,0,0.003425339,0.004101064,0.005192502,0,0
sdn,ROAD,0,0.010965546,0.007017452,0.107923079,0.1425559,0.210450697,0.127524619,0.019310474,0.034631854,0.058502762,0.027050734,0.046246461,0.039919412,0.040377734,0.103482086,0,0,0,0.008027862,0.009567997,0.006445332,0,0
sen,ROAD,0,0.010756805,0.007568751,0.091963349,0.120308219,0.228480696,0.128959467,0.021543166,0.036580524,0.057428968,0.026251373,0.040884425,0.036699952,0.033020394,0.125902469,0,0,0,0.011933909,0.014208023,0.007509512,0,0
sgp,ROAD,0,0.011044861,0.006805942,0.114048588,0.151094935,0.203531104,0.126973897,0.018452928,0.033882914,0.05891457,0.0273571,0.048305452,0.041156115,0.043201116,0.094878,0,0,0,0.006528186,0.007786827,0.006037465,0,0
slb,ROAD,0,0.011165443,0.006486725,0.123287549,0.163973795,0.193093975,0.126143314,0.017160132,0.032754436,0.059535961,0.027819716,0.05140991,0.04302012,0.047460116,0.081899714,0,0,0,0.004266793,0.005100671,0.00542163,0,0
sle,ROAD,0,0.011135744,0.006565297,0.121014702,0.160805707,0.195661524,0.126347606,0.017478208,0.033032056,0.059383116,0.027705835,0.050646205,0.042561594,0.046412322,0.085092347,0,0,0,0.004823122,0.005761436,0.005573178,0,0
slv,ROAD,0,0.011043529,0.006809469,0.113946446,0.150952533,0.203646467,0.126983108,0.018467222,0.03389539,0.058907705,0.027351981,0.048271121,0.041135496,0.043154024,0.095021515,0,0,0,0.006553191,0.007816529,0.006044274,0,0
som,ROAD,0,0.011135723,0.00656495,0.121014846,0.160805596,0.195661636,0.126347643,0.017478341,0.033031767,0.059383305,0.027706078,0.050646227,0.042561626,0.046412304,0.085092293,0,0,0,0.004823053,0.0057615,0.005573112,0,0
spm,ROAD,0,0.010505777,0.010481248,0.173889834,0.226790054,0.206247383,0,0.016823199,0.029993507,0.075697498,0.027559885,0.048994798,0.040307246,0.043214397,0.07542999,0,0,0,0.004196762,0.004885837,0.004982585,0,0
srb,ROAD,0,0.012667758,0.007746906,0.132007078,0.174982814,0.231536462,0,0.020939973,0.038636574,0.067568077,0.031401494,0.055790347,0.047415953,0.050117727,0.106714639,0,0,0,0.007137126,0.008514848,0.006822224,0,0
ssd,ROAD,0,0.010964977,0.007017562,0.107923313,0.14255637,0.210450792,0.127524567,0.019309988,0.034631044,0.058502509,0.027050316,0.046247162,0.039920342,0.040377509,0.103482572,0,0,0,0.008027412,0.009567742,0.006445821,0,0
stp,ROAD,0,0.012746205,0.007514818,0.138515813,0.184061355,0.223958091,0,0.020005895,0.037809168,0.067971164,0.031712714,0.057970671,0.048716795,0.053124467,0.097398414,0,0,0,0.00552065,0.006594655,0.006379126,0,0
sur,ROAD,0,0.011173225,0.006465143,0.123905237,0.164834678,0.19239669,0.126087786,0.017073593,0.032679065,0.059577477,0.027850276,0.051617844,0.04314475,0.047744872,0.08103218,0,0,0,0.004115648,0.004921092,0.005380444,0,0
svk,ROAD,0,0.012671317,0.007736374,0.13230237,0.175394691,0.231192623,0,0.020897594,0.038599037,0.067586374,0.031415618,0.055889273,0.047474974,0.050254135,0.106291978,0,0,0,0.00706379,0.008427733,0.006802121,0,0
svn,ROAD,0,0.012753038,0.00749451,0.139084124,0.184854015,0.223296408,0,0.019924321,0.037736887,0.068006348,0.031739866,0.058161058,0.048830477,0.053386997,0.096585007,0,0,0,0.005379494,0.006426996,0.006340453,0,0
swe,ROAD,0,0.009029,0.005386082,0.149585142,0.194914886,0.185747372,0.125332362,0.014410157,0.027022104,0.064358119,0.024275376,0.042470408,0.035185294,0.037026882,0.071231997,0,0,0,0.004283168,0.005114006,0.004627643,0,0
swz,ROAD,0,0.012746215,0.007514771,0.138515845,0.184061366,0.223958113,0,0.020005756,0.037809187,0.06797114,0.031712669,0.057970656,0.048716892,0.0531245,0.097398466,0,0,0,0.005520614,0.006594638,0.00637917,0,0
sxm,ROAD,0,0.012785526,0.007398316,0.141781881,0.188616819,0.220155347,0,0.01953718,0.037393915,0.068173398,0.03186889,0.059064729,0.049369678,0.054633229,0.092723667,0,0,0,0.004709493,0.005631119,0.006156815,0,0
syc,ROAD,0,0.012746219,0.007514688,0.138515703,0.184061287,0.223958144,0,0.020005932,0.037809093,0.067971432,0.031712675,0.057970688,0.048716856,0.053124473,0.097398434,0,0,0,0.005520646,0.006594684,0.006379048,0,0
syr,ROAD,0,0.011210229,0.006368043,0.126725294,0.168766155,0.189210262,0.12583427,0.016679113,0.032334528,0.0597673,0.02799179,0.05256511,0.043713826,0.049044775,0.077070354,0,0,0,0.003425352,0.004101074,0.005192524,0,0
tca,ROAD,0,0.011127261,0.006587754,0.120364828,0.15989972,0.196395659,0.126406081,0.017569118,0.033111413,0.059339446,0.027673334,0.050427854,0.042430502,0.046112746,0.086005256,0,0,0,0.004982181,0.005950383,0.005616465,0,0
tcd,ROAD,0,0.01113551,0.006565982,0.121014502,0.160805229,0.195661567,0.126347612,0.017478393,0.033032103,0.059383299,0.027705578,0.050646422,0.042561595,0.046412002,0.085092459,0,0,0,0.004823123,0.005761455,0.00557317,0,0
tgo,ROAD,0,0.01120445,0.006383348,0.126282174,0.168148461,0.189710889,0.125874076,0.016741124,0.032388609,0.059737477,0.027969576,0.05241622,0.043624429,0.048840526,0.07769285,0,0,0,0.003533809,0.00422992,0.005222063,0,0
tha,ROAD,0,0.011307017,0.01431063,0.108032215,0.142838346,0.204841591,0.127555019,0.020506457,0.033828558,0.061579342,0.026698557,0.046119032,0.039642714,0.040582404,0.099137696,0,0,0,0.007764527,0.009042547,0.006213346,0,0
tjk,ROAD,0,0.012823607,0.007284853,0.14496698,0.193059583,0.216446592,0,0.01907998,0.036989071,0.068370875,0.032021323,0.060131831,0.050006328,0.056104664,0.088164377,0,0,0,0.003918405,0.004691437,0.005940094,0,0
tkl,ROAD,0,0.012777144,0.007423159,0.14108426,0.187643774,0.220967584,0,0.01963725,0.037482633,0.068130222,0.031835681,0.058831101,0.049230205,0.054310893,0.093722094,0,0,0,0.004882764,0.005836926,0.00620431,0,0
tkm,ROAD,0,0.012823916,0.007284699,0.144967147,0.193059711,0.21644667,0,0.01908005,0.036989015,0.068370677,0.032021036,0.060131744,0.05000636,0.056104656,0.088164482,0,0,0,0.003918449,0.00469142,0.005939969,0,0
tls,ROAD,0,0.011088329,0.006690841,0.117380507,0.15573961,0.199767044,0.126674357,0.017986702,0.033475937,0.059138698,0.027523915,0.049425049,0.04182837,0.044737053,0.090197489,0,0,0,0.005712644,0.006818072,0.005815384,0,0
ton,ROAD,0,0.012777144,0.007423159,0.14108426,0.187643774,0.220967584,0,0.01963725,0.037482633,0.068130222,0.031835681,0.058831101,0.049230205,0.054310893,0.093722094,0,0,0,0.004882764,0.005836926,0.00620431,0,0
tto,ROAD,0,0.011134309,0.006569093,0.120905029,0.160652746,0.195785403,0.126357482,0.017493531,0.033045441,0.059375778,0.027700383,0.050609372,0.042539505,0.046361769,0.085246418,0,0,0,0.00484996,0.005793322,0.005580461,0,0
tun,ROAD,0,0.011277804,0.01457459,0.105198555,0.138891174,0.207917904,0.127810664,0.020930549,0.034156718,0.061458593,0.026548552,0.045163108,0.039064164,0.03927968,0.103022901,0,0,0,0.008452738,0.009855206,0.0063971,0,0
tur,ROAD,0,0.01387268,0.072861598,0.096590246,0.127926001,0.174043825,0.12890174,0.031764618,0.028936254,0.085273325,0.02327802,0.040961057,0.034947122,0.036540906,0.081802752,0,0,0,0.008682188,0.008435918,0.005181749,0,0
twn,ROAD,0,0.012780775,0.007886329,0.139771218,0.185819776,0.222184328,0,0.019894935,0.037604645,0.068224141,0.03175239,0.058381848,0.048950766,0.053713206,0.095363061,0,0,0,0.005195464,0.006196246,0.006280872,0,0
tza,ROAD,0,0.010953047,0.007049103,0.10700937,0.141282241,0.211483375,0.127606771,0.019437819,0.034742613,0.058441004,0.027004649,0.045940137,0.039735745,0.039956209,0.104766427,0,0,0,0.008251146,0.009833495,0.006506849,0,0
uga,ROAD,0,0.011135733,0.006565292,0.12101473,0.160805656,0.195661546,0.12634762,0.017478195,0.033032053,0.059383164,0.027705878,0.050646197,0.042561651,0.046412286,0.085092342,0,0,0,0.004823112,0.005761416,0.00557313,0,0
ukr,ROAD,0,0.012823923,0.007284703,0.144967132,0.193059685,0.216446663,0,0.019080042,0.036989007,0.068370653,0.032021145,0.060131762,0.05000633,0.056104666,0.088164476,0,0,0,0.003918422,0.004691419,0.005939972,0,0
ury,ROAD,0,0.011002213,0.00691885,0.110779666,0.146538032,0.207223999,0.127267804,0.018910375,0.034282213,0.058694691,0.02719342,0.047206953,0.040496553,0.041694214,0.099470084,0,0,0,0.0073283,0.008737286,0.006255348,0,0
usa,ROAD,0,0.010313668,0.006467337,0.175387587,0.228750663,0.207705382,0,0.015960206,0.030205179,0.074155934,0.027775604,0.049404494,0.040634835,0.043592335,0.075826356,0,0,0,0.00401857,0.004789493,0.005012356,0,0
uzb,ROAD,0,0.012898474,0.009841443,0.141690639,0.18853296,0.218432506,0,0.019955918,0.037142415,0.069194831,0.031745376,0.05897925,0.049251561,0.054642648,0.091456676,0,0,0,0.0046537,0.00549367,0.006087935,0,0
vct,ROAD,0,0.012785546,0.007398301,0.141781856,0.188616807,0.220155379,0,0.019537169,0.037393948,0.068173409,0.031868851,0.059064732,0.049369678,0.054633221,0.092723669,0,0,0,0.004709504,0.005631126,0.006156804,0,0
ven,ROAD,0,0.011197866,0.006671223,0.12491565,0.166247814,0.191073686,0.125998228,0.016972295,0.03252954,0.059746796,0.027889402,0.051951617,0.043338815,0.048215675,0.079474224,0,0,0,0.003860503,0.004610956,0.005305711,0,0
vgb,ROAD,0,0.011127261,0.006587754,0.120364828,0.15989972,0.196395659,0.126406081,0.017569118,0.033111413,0.059339446,0.027673334,0.050427854,0.042430502,0.046112746,0.086005256,0,0,0,0.004982181,0.005950383,0.005616465,0,0
vir,ROAD,0,0.011127261,0.006587754,0.120364828,0.15989972,0.196395659,0.126406081,0.017569118,0.033111413,0.059339446,0.027673334,0.050427854,0.042430502,0.046112746,0.086005256,0,0,0,0.004982181,0.005950383,0.005616465,0,0
vnm,ROAD,0,0.010988649,0.006954789,0.109739734,0.145088392,0.208398796,0.127361301,0.019055852,0.034409214,0.058624731,0.027141363,0.046857562,0.04028674,0.041214829,0.100930903,0,0,0,0.007582851,0.009039629,0.006324664,0,0
vut,ROAD,0,0.011165574,0.006486715,0.12328732,0.163973889,0.193093999,0.126143263,0.017160144,0.03275445,0.059536027,0.02781957,0.051410069,0.043020401,0.047459672,0.081899733,0,0,0,0.004266764,0.005100669,0.005421742,0,0
wlf,ROAD,0,0.012777144,0.007423159,0.14108426,0.187643774,0.220967584,0,0.01963725,0.037482633,0.068130222,0.031835681,0.058831101,0.049230205,0.054310893,0.093722094,0,0,0,0.004882764,0.005836926,0.00620431,0,0
wsm,ROAD,0,0.012777144,0.007423159,0.14108426,0.187643774,0.220967584,0,0.01963725,0.037482633,0.068130222,0.031835681,0.058831101,0.049230205,0.054310893,0.093722094,0,0,0,0.004882764,0.005836926,0.00620431,0,0
srb (kosovo),ROAD,0,0.011068401,0.007132288,0.11461529,0.151891112,0.202630595,0.12692538,0.018431052,0.033776247,0.059098185,0.02736852,0.048488061,0.041256252,0.043469687,0.093883037,0,0,0,0.00637825,0.007598632,0.005989012,0,0
yem,ROAD,0,0.012756961,0.007482945,0.139408211,0.185306027,0.222919083,0,0.019877828,0.037695696,0.068026418,0.03175538,0.058269616,0.048895229,0.053536702,0.096121124,0,0,0,0.005299006,0.006331396,0.006318376,0,0
zaf,ROAD,0,0.011148497,0.006531575,0.12199112,0.162166759,0.194558445,0.126259862,0.017341555,0.032912775,0.059448845,0.027754759,0.05097433,0.04275864,0.046862417,0.083720697,0,0,0,0.004584117,0.005477536,0.005508069,0,0
zmb,ROAD,0,0.011102928,0.006652314,0.118495063,0.157293718,0.198507593,0.126574099,0.017830573,0.03333996,0.059213308,0.027579855,0.049799718,0.042053557,0.04525105,0.088631589,0,0,0,0.00543969,0.00649392,0.005741066,0,0
zwe,ROAD,0,0.011074973,0.006726197,0.116357219,0.154313144,0.20092304,0.126766364,0.018129894,0.033600922,0.059069875,0.027472673,0.049081242,0.041621913,0.044265317,0.091634954,0,0,0,0.005963107,0.007115589,0.005883577,0,0
abw,NRTR,0,0.011197875,0.006671234,0.124915643,0.166247819,0.191073662,0.125998249,0.016972316,0.032529538,0.059746806,0.027889392,0.051951583,0.043338813,0.048215662,0.079474234,0,0,0,0.0038605,0.004610956,0.005305719,0,0
afg,NRTR,0,0.011165371,0.006486866,0.123287387,0.163973832,0.193094034,0.126143276,0.017160151,0.032754422,0.059536115,0.027819589,0.051409852,0.043020205,0.047460076,0.081899705,0,0,0,0.004266816,0.005100669,0.005421635,0,0
ago,NRTR,0,0.011010297,0.006897386,0.111399236,0.147401676,0.206523969,0.127212078,0.018823693,0.034206664,0.058736333,0.027224457,0.047415414,0.040621551,0.041979866,0.098599536,0,0,0,0.007176698,0.008557097,0.006214049,0,0
alb,NRTR,0,0.01247677,0.008312188,0.116156744,0.152874568,0.249991418,0,0.023214693,0.040651576,0.066586529,0.030643663,0.050480767,0.044247898,0.042795618,0.129401735,0,0,0,0.011073647,0.013190955,0.007901231,0,0
are,NRTR,0,0.012783994,0.007402897,0.14165296,0.188437028,0.220305461,0,0.019555664,0.037410326,0.068165425,0.031862691,0.059021566,0.049343916,0.054573678,0.09290815,0,0,0,0.004741513,0.005669151,0.006165581,0,0
arg,NRTR,0,0.010965068,0.007017232,0.107931986,0.142568424,0.210440997,0.127523819,0.019308812,0.034630006,0.058503133,0.027050842,0.046250133,0.039922008,0.040381505,0.103470315,0,0,0,0.008025326,0.009565228,0.006445165,0,0
arm,NRTR,0,0.012823924,0.007284701,0.144967127,0.193059695,0.216446687,0,0.019080037,0.036989006,0.068370643,0.03202114,0.060131753,0.050006325,0.056104672,0.088164481,0,0,0,0.003918421,0.004691419,0.00593997,0,0
asm,NRTR,0,0.012777144,0.007423159,0.14108426,0.187643774,0.220967584,0,0.01963725,0.037482633,0.068130222,0.031835681,0.058831101,0.049230205,0.054310893,0.093722094,0,0,0,0.004882764,0.005836926,0.00620431,0,0
atg,NRTR,0,0.012785546,0.007398302,0.141781862,0.188616794,0.220155395,0,0.01953716,0.037393941,0.068173389,0.031868856,0.05906474,0.049369679,0.054633225,0.09272367,0,0,0,0.004709505,0.005631129,0.006156807,0,0
aus,NRTR,0,0.01055867,0.037902095,0.140657538,0.183373773,0.17033728,0.126223297,0.020952078,0.0247755,0.077125132,0.022531867,0.039767578,0.032819576,0.034893601,0.063763173,0,0,0,0.005054013,0.005090607,0.004174221,0,0
aut,NRTR,0,0.010454964,0.007393399,0.156874745,0.203754967,0.225787096,0,0.018514883,0.032881739,0.072659889,0.0275702,0.045744214,0.038804543,0.03828243,0.098352617,0,0,0,0.007674274,0.009125863,0.006124178,0,0
aze,NRTR,0,0.014491214,0.046139816,0.134114885,0.178607238,0.20024349,0,0.027033285,0.034220014,0.08389191,0.029624041,0.055630291,0.046262862,0.051904679,0.081663004,0,0,0,0.005376609,0.005301362,0.0054953,0,0
bdi,NRTR,0,0.011135735,0.006565302,0.121014701,0.160805614,0.19566153,0.126347619,0.017478186,0.033032039,0.059383164,0.027705872,0.050646224,0.042561623,0.04641233,0.085092356,0,0,0,0.004823113,0.005761437,0.005573153,0,0
bel,NRTR,0,0.011086647,0.020056815,0.14735661,0.191095847,0.226045676,0,0.02185905,0.032932905,0.077034919,0.026848664,0.043511142,0.037308033,0.035712496,0.103068401,0,0,0,0.009190038,0.010567656,0.006325101,0,0
ben,NRTR,0,0.011157152,0.006508864,0.122648282,0.163082824,0.193816051,0.126200767,0.017249568,0.032832528,0.05949305,0.027787661,0.051195148,0.042891221,0.047165387,0.082797501,0,0,0,0.004423287,0.005286468,0.005464241,0,0
bfa,NRTR,0,0.011135737,0.006565314,0.121014698,0.16080561,0.195661539,0.126347644,0.017478187,0.033032031,0.059383142,0.027705885,0.050646209,0.042561632,0.046412319,0.085092354,0,0,0,0.004823118,0.005761439,0.005573141,0,0
bgd,NRTR,0,0.011014525,0.006886286,0.111722886,0.147852926,0.206158416,0.127182986,0.018778357,0.034166984,0.058758135,0.027240666,0.047523956,0.04068688,0.042129014,0.098145042,0,0,0,0.007097439,0.008463025,0.006192478,0,0
bgr,NRTR,0,0.01553277,0.073716507,0.116077643,0.153927827,0.20105334,0,0.03409989,0.033608375,0.094112639,0.027446601,0.048981688,0.041555369,0.044141693,0.092052779,0,0,0,0.008990156,0.008808117,0.005894605,0,0
bhr,NRTR,0,0.012773061,0.007435246,0.140745926,0.187171853,0.22136158,0,0.019685836,0.037525633,0.068109243,0.031819322,0.058717722,0.049162617,0.054154667,0.094206437,0,0,0,0.004966784,0.005936746,0.006227328,0,0
bhs,NRTR,0,0.01117355,0.006465453,0.123904924,0.164834559,0.192396393,0.126087748,0.017073967,0.032679069,0.059577555,0.02785047,0.051617353,0.043144713,0.047744646,0.081032312,0,0,0,0.004115684,0.004921124,0.00538048,0,0
bih,NRTR,0,0.012672885,0.007731743,0.132432274,0.175575894,0.231041367,0,0.020878951,0.038582521,0.067594415,0.031421828,0.055932783,0.047500942,0.050314156,0.10610603,0,0,0,0.007031525,0.008389408,0.006793279,0,0
blr,NRTR,0,0.012928719,0.012439398,0.135040667,0.179299555,0.224405329,0,0.02130279,0.037733196,0.069776808,0.031312156,0.056698489,0.047825802,0.051620603,0.099622684,0,0,0,0.006229332,0.00729646,0.006468013,0,0
blz,NRTR,0,0.011173445,0.006465468,0.123904914,0.164834533,0.192396475,0.12608778,0.017073763,0.032679015,0.059577557,0.027850588,0.051617394,0.043144768,0.047744636,0.081032354,0,0,0,0.004115692,0.00492111,0.005380508,0,0
bmu,NRTR,0,0.011127261,0.006587754,0.120364828,0.15989972,0.196395659,0.126406081,0.017569118,0.033111413,0.059339446,0.027673334,0.050427854,0.042430502,0.046112746,0.086005256,0,0,0,0.004982181,0.005950383,0.005616465,0,0
bol,NRTR,0,0.011115086,0.006619985,0.119431444,0.158598569,0.19745014,0.126489978,0.017699745,0.033225423,0.059276661,0.027626585,0.050114184,0.042242182,0.045682509,0.087316425,0,0,0,0.005210646,0.006221761,0.005678676,0,0
